file_path,file_name,vulnerability_status,cwe_label
source\python-packages-1757595213589\source\pip\_vendor\rich\live.py,live.py,Benign,Benign
source\python-packages-1757595213589\source\pip\_vendor\rich\live_render.py,live_render.py,Benign,Benign
source\python-packages-1757595213589\source\pip\_vendor\rich\logging.py,logging.py,Benign,Benign
source\python-packages-1757595213589\source\pip\_vendor\rich\markup.py,markup.py,Benign,Benign
source\python-packages-1757595213589\source\pip\_vendor\rich\measure.py,measure.py,Benign,Benign
source\python-packages-1757595213589\source\pip\_vendor\rich\padding.py,padding.py,Benign,Benign
source\python-packages-1757595213589\source\pip\_vendor\rich\pager.py,pager.py,Benign,Benign
source\python-packages-1757595213589\source\pip\_vendor\rich\palette.py,palette.py,Benign,Benign
source\python-packages-1757595213589\source\pip\_vendor\rich\panel.py,panel.py,Benign,Benign
source\python-packages-1757595213589\source\pip\_vendor\rich\pretty.py,pretty.py,Benign,Benign
source\python-packages-1757595213589\source\pip\_vendor\rich\progress.py,progress.py,Benign,Benign
source\python-packages-1757595213589\source\pip\_vendor\rich\progress_bar.py,progress_bar.py,Benign,Benign
source\python-packages-1757595213589\source\pip\_vendor\rich\prompt.py,prompt.py,Benign,Benign
source\python-packages-1757595213589\source\pip\_vendor\rich\protocol.py,protocol.py,Benign,Benign
source\python-packages-1757595213589\source\pip\_vendor\rich\region.py,region.py,Benign,Benign
source\python-packages-1757595213589\source\pip\_vendor\rich\repr.py,repr.py,Benign,Benign
source\python-packages-1757595213589\source\pip\_vendor\rich\rule.py,rule.py,Benign,Benign
source\python-packages-1757595213589\source\pip\_vendor\rich\scope.py,scope.py,Benign,Benign
source\python-packages-1757595213589\source\pip\_vendor\rich\screen.py,screen.py,Benign,Benign
source\python-packages-1757595213589\source\pip\_vendor\rich\segment.py,segment.py,Benign,Benign
source\python-packages-1757595213589\source\pip\_vendor\rich\spinner.py,spinner.py,Benign,Benign
source\python-packages-1757595213589\source\pip\_vendor\rich\status.py,status.py,Benign,Benign
source\python-packages-1757595213589\source\pip\_vendor\rich\style.py,style.py,Benign,Benign
source\python-packages-1757595213589\source\pip\_vendor\rich\styled.py,styled.py,Benign,Benign
source\python-packages-1757595213589\source\pip\_vendor\rich\syntax.py,syntax.py,Benign,Benign
source\python-packages-1757595213589\source\pip\_vendor\rich\table.py,table.py,Benign,Benign
source\python-packages-1757595213589\source\pip\_vendor\rich\terminal_theme.py,terminal_theme.py,Benign,Benign
source\python-packages-1757595213589\source\pip\_vendor\rich\text.py,text.py,Benign,Benign
source\python-packages-1757595213589\source\pip\_vendor\rich\theme.py,theme.py,Benign,Benign
source\python-packages-1757595213589\source\pip\_vendor\rich\themes.py,themes.py,Benign,Benign
source\python-packages-1757595213589\source\pip\_vendor\rich\traceback.py,traceback.py,Benign,Benign
source\python-packages-1757595213589\source\pip\_vendor\rich\tree.py,tree.py,Benign,Benign
source\python-packages-1757595213589\source\pip\_vendor\rich\_cell_widths.py,_cell_widths.py,Benign,Benign
source\python-packages-1757595213589\source\pip\_vendor\rich\_emoji_codes.py,_emoji_codes.py,Benign,Benign
source\python-packages-1757595213589\source\pip\_vendor\rich\_emoji_replace.py,_emoji_replace.py,Benign,Benign
source\python-packages-1757595213589\source\pip\_vendor\rich\_export_format.py,_export_format.py,Vulnerable,CWE-89
source\python-packages-1757595213589\source\pip\_vendor\rich\_extension.py,_extension.py,Benign,Benign
source\python-packages-1757595213589\source\pip\_vendor\rich\_fileno.py,_fileno.py,Benign,Benign
source\python-packages-1757595213589\source\pip\_vendor\rich\_inspect.py,_inspect.py,Benign,Benign
source\python-packages-1757595213589\source\pip\_vendor\rich\_log_render.py,_log_render.py,Benign,Benign
source\python-packages-1757595213589\source\pip\_vendor\rich\_loop.py,_loop.py,Benign,Benign
source\python-packages-1757595213589\source\pip\_vendor\rich\_null_file.py,_null_file.py,Benign,Benign
source\python-packages-1757595213589\source\pip\_vendor\rich\_palettes.py,_palettes.py,Vulnerable,CWE-77
source\python-packages-1757595213589\source\pip\_vendor\rich\_pick.py,_pick.py,Benign,Benign
source\python-packages-1757595213589\source\pip\_vendor\rich\_ratio.py,_ratio.py,Benign,Benign
source\python-packages-1757595213589\source\pip\_vendor\rich\_spinners.py,_spinners.py,Vulnerable,CWE-538
source\python-packages-1757595213589\source\pip\_vendor\rich\_stack.py,_stack.py,Benign,Benign
source\python-packages-1757595213589\source\pip\_vendor\rich\_timer.py,_timer.py,Benign,Benign
source\python-packages-1757595213589\source\pip\_vendor\rich\_win32_console.py,_win32_console.py,Benign,Benign
source\python-packages-1757595213589\source\pip\_vendor\rich\_windows.py,_windows.py,Benign,Benign
source\python-packages-1757595213589\source\pip\_vendor\rich\_windows_renderer.py,_windows_renderer.py,Benign,Benign
source\python-packages-1757595213589\source\pip\_vendor\rich\_wrap.py,_wrap.py,Benign,Benign
source\python-packages-1757595213589\source\pip\_vendor\rich\__init__.py,__init__.py,Benign,Benign
source\python-packages-1757595213589\source\pip\_vendor\rich\__main__.py,__main__.py,Benign,Benign
source\python-packages-1757595213589\source\pip\_vendor\tomli\_parser.py,_parser.py,Benign,Benign
source\python-packages-1757595213589\source\pip\_vendor\tomli\_re.py,_re.py,Benign,Benign
source\python-packages-1757595213589\source\pip\_vendor\tomli\_types.py,_types.py,Benign,Benign
source\python-packages-1757595213589\source\pip\_vendor\tomli\__init__.py,__init__.py,Benign,Benign
source\python-packages-1757595213589\source\pip\_vendor\tomli_w\_writer.py,_writer.py,Benign,Benign
source\python-packages-1757595213589\source\pip\_vendor\tomli_w\__init__.py,__init__.py,Benign,Benign
source\python-packages-1757595213589\source\pip\_vendor\truststore\_api.py,_api.py,Benign,Benign
source\python-packages-1757595213589\source\pip\_vendor\truststore\_macos.py,_macos.py,Benign,Benign
source\python-packages-1757595213589\source\pip\_vendor\truststore\_openssl.py,_openssl.py,Benign,Benign
source\python-packages-1757595213589\source\pip\_vendor\truststore\_ssl_constants.py,_ssl_constants.py,Benign,Benign
source\python-packages-1757595213589\source\pip\_vendor\truststore\_windows.py,_windows.py,Benign,Benign
source\python-packages-1757595213589\source\pip\_vendor\truststore\__init__.py,__init__.py,Benign,Benign
source\python-packages-1757595213589\source\pip\_vendor\urllib3\connection.py,connection.py,Benign,Benign
source\python-packages-1757595213589\source\pip\_vendor\urllib3\connectionpool.py,connectionpool.py,Benign,Benign
source\python-packages-1757595213589\source\pip\_vendor\urllib3\exceptions.py,exceptions.py,Benign,Benign
source\python-packages-1757595213589\source\pip\_vendor\urllib3\fields.py,fields.py,Benign,Benign
source\python-packages-1757595213589\source\pip\_vendor\urllib3\filepost.py,filepost.py,Benign,Benign
source\python-packages-1757595213589\source\pip\_vendor\urllib3\poolmanager.py,poolmanager.py,Benign,Benign
source\python-packages-1757595213589\source\pip\_vendor\urllib3\request.py,request.py,Benign,Benign
source\python-packages-1757595213589\source\pip\_vendor\urllib3\response.py,response.py,Benign,Benign
source\python-packages-1757595213589\source\pip\_vendor\urllib3\_collections.py,_collections.py,Benign,Benign
source\python-packages-1757595213589\source\pip\_vendor\urllib3\_version.py,_version.py,Vulnerable,CWE-89
source\python-packages-1757595213589\source\pip\_vendor\urllib3\__init__.py,__init__.py,Benign,Benign
source\python-packages-1757595213589\source\pip\_vendor\urllib3\contrib\appengine.py,appengine.py,Benign,Benign
source\python-packages-1757595213589\source\pip\_vendor\urllib3\contrib\ntlmpool.py,ntlmpool.py,Benign,Benign
source\python-packages-1757595213589\source\pip\_vendor\urllib3\contrib\pyopenssl.py,pyopenssl.py,Benign,Benign
source\python-packages-1757595213589\source\pip\_vendor\urllib3\contrib\securetransport.py,securetransport.py,Benign,Benign
source\python-packages-1757595213589\source\pip\_vendor\urllib3\contrib\socks.py,socks.py,Benign,Benign
source\python-packages-1757595213589\source\pip\_vendor\urllib3\contrib\_appengine_environ.py,_appengine_environ.py,Benign,Benign
source\python-packages-1757595213589\source\pip\_vendor\urllib3\contrib\__init__.py,__init__.py,Error,Error
source\python-packages-1757595213589\source\pip\_vendor\urllib3\contrib\_securetransport\bindings.py,bindings.py,Benign,Benign
source\python-packages-1757595213589\source\pip\_vendor\urllib3\contrib\_securetransport\low_level.py,low_level.py,Benign,Benign
source\python-packages-1757595213589\source\pip\_vendor\urllib3\contrib\_securetransport\__init__.py,__init__.py,Error,Error
source\python-packages-1757595213589\source\pip\_vendor\urllib3\packages\six.py,six.py,Benign,Benign
source\python-packages-1757595213589\source\pip\_vendor\urllib3\packages\__init__.py,__init__.py,Error,Error
source\python-packages-1757595213589\source\pip\_vendor\urllib3\packages\backports\makefile.py,makefile.py,Vulnerable,CWE-77
source\python-packages-1757595213589\source\pip\_vendor\urllib3\packages\backports\weakref_finalize.py,weakref_finalize.py,Benign,Benign
source\python-packages-1757595213589\source\pip\_vendor\urllib3\packages\backports\__init__.py,__init__.py,Error,Error
source\python-packages-1757595213589\source\pip\_vendor\urllib3\util\connection.py,connection.py,Benign,Benign
source\python-packages-1757595213589\source\pip\_vendor\urllib3\util\proxy.py,proxy.py,Benign,Benign
source\python-packages-1757595213589\source\pip\_vendor\urllib3\util\queue.py,queue.py,Benign,Benign
source\python-packages-1757595213589\source\pip\_vendor\urllib3\util\request.py,request.py,Benign,Benign
source\python-packages-1757595213589\source\pip\_vendor\urllib3\util\response.py,response.py,Benign,Benign
source\python-packages-1757595213589\source\pip\_vendor\urllib3\util\retry.py,retry.py,Benign,Benign
source\python-packages-1757595213589\source\pip\_vendor\urllib3\util\ssltransport.py,ssltransport.py,Benign,Benign
source\python-packages-1757595213589\source\pip\_vendor\urllib3\util\ssl_.py,ssl_.py,Benign,Benign
source\python-packages-1757595213589\source\pip\_vendor\urllib3\util\ssl_match_hostname.py,ssl_match_hostname.py,Benign,Benign
source\python-packages-1757595213589\source\pip\_vendor\urllib3\util\timeout.py,timeout.py,Benign,Benign
source\python-packages-1757595213589\source\pip\_vendor\urllib3\util\url.py,url.py,Benign,Benign
source\python-packages-1757595213589\source\pip\_vendor\urllib3\util\wait.py,wait.py,Benign,Benign
source\python-packages-1757595213589\source\pip\_vendor\urllib3\util\__init__.py,__init__.py,Benign,Benign
source\python-packages-1757595213589\source\uv\_find_uv.py,_find_uv.py,Benign,Benign
source\python-packages-1757595213589\source\uv\__init__.py,__init__.py,Benign,Benign
source\python-packages-1757595213589\source\uv\__main__.py,__main__.py,Benign,Benign
